CD_PROV_REFNIS,CD_AGE,MS_POPULATION
90000,13,5828
90000,14,5777
90000,15,5650
90000,16,5851
90000,17,6182
90000,18,5958
90000,19,6047
90000,20,6020
90000,21,6067
90000,22,5841
90000,23,6140
90000,24,6076
90000,25,6466
90000,26,6376
90000,27,6379
90000,28,6464
90000,29,6510
90000,30,6281
90000,31,6329
90000,32,6157
90000,33,6190
90000,34,6215
90000,35,6219
90000,36,6252
90000,37,6369
90000,38,6175
90000,39,6080
90000,40,6122
90000,41,6084
90000,42,6074
90000,43,6386
90000,44,6515
90000,45,6749
90000,46,6839
90000,47,6729
90000,48,6613
90000,49,6570
90000,50,6795
90000,51,6829
90000,52,6973
90000,53,7232
90000,54,7100
90000,55,6940
90000,56,7059
90000,57,6877
90000,58,6767
90000,59,6577
90000,60,6541
90000,61,6400
90000,62,6129
90000,63,6015
90000,64,6050
90000,65,5938
90000,66,5671
90000,67,5691
90000,68,5652
90000,69,5737
90000,70,5472
90000,71,5202
90000,72,3827
90000,73,3534
90000,74,3258
90000,75,2862
90000,76,2743
90000,77,2957
90000,78,3173
90000,79,3030
90000,80,2804
90000,81,2674
90000,82,2440
90000,83,2330
90000,84,2092
90000,85,2136
90000,86,1961
90000,87,1729
90000,88,1452
90000,89,1202
90000,90,988
90000,91,873
90000,92,698
90000,93,540
90000,94,427
90000,95,315
90000,96,222
90000,97,137
90000,98,80
90000,99,54
90000,100,72
