id,province,population,x_coord,y_coord,latitude,longitude,name
63049,6,12654,268280.630454545,124180.081590909,50.4231379227273,6.0271986090909095,MALMEDY
63057,6,4087,246494.14,142876.73,50.5900615,5.7465679000000005,OLNE
63058,6,9765,251574.94,141048.1268,50.572777992,5.805486996,PEPINSTER
63061,6,10707,273147.065769231,153640.2,50.6862391923077,6.09648709230769,RAEREN
63067,6,9682,275745.936320755,109178.563301887,50.268070854716996,6.12763816792453,SANKT-VITH
63072,6,10378,256411.152380952,131572.37,50.5701277,5.5523484000000005,SPA
63073,6,7145,262074.14475,123199.54275,50.4076537875,5.935340135,STAVELOT
63075,6,3104,251855.915416667,122633.74822916699,50.400571204166695,5.7949720604166695,STOUMONT
63076,6,12025,253065.76622222198,135530.780333333,50.5236005222222,5.81971843333333,THEUX
63079,6,55198,256019.76449275398,143015.497463768,50.5882246463768,5.86574846666667,VERVIERS
63080,6,7429,274480.764166667,126542.4415,50.42860485,6.11739328,WAIMES
63084,6,9920,261954.054583333,151298.485104167,50.6723520875,5.9574820625,WELKENRAEDT
63086,6,2570,257335.840806452,117577.44951612901,50.3494296193548,5.87617089354839,TROIS
63087,6,3956,273633.285128205,100535.63589743599,50.2049036461539,6.100842107692309,BURG-REULAND-THOMMEN
63088,6,10401,262823.0828125,159010.1825,50.72757471875,5.96774844375,PLOMBIERES-GEMMENICH
63089,6,5725,255805.81488888897,151525.873333333,50.6567777866667,5.87496760666667,THIMISTER
64008,6,3080,208761.31928571398,155248.914285714,50.6931364714286,5.2042616857142905,BERLOZ
64015,6,6325,205561.399285714,145324.245714286,50.6170074238095,5.15741644761905,BRAIVES
64021,6,3352,222885.688571429,155965.39,50.717400500000004,5.3977268,CRISNEE
64023,6,3048,217951.563333333,149235.39166666698,50.6463239333333,5.31890993333333,DONCEEL
64025,6,3263,222905.78399999999,150463.875,50.6642009,5.3987435,FEXHE-LE-HAUT-CLOCHER
64029,6,3430,207494.5571875,151202.3784375,50.66522195,5.172402575,GEER
